team_id,2008,2009,2010,2011,2012,2013,2014,2015,2016
9803,[],"[26593, 26595, 26692, 109061, 38360, 26683, 30667, 36844, 41005, 45466, 37104, 26612, 45879, 45464, 25977, 37978, 26587, 26589]","[109061, 45464, 41005, 39859, 45879, 26692, 30667, 68813, 38360, 37208, 37978, 40153, 26458, 26587, 26589, 26593, 26595, 36844, 37104, 26612, 25977]","[109061, 209422, 34334, 243486, 13345, 41005, 39859, 150199, 118843, 26692, 30667, 157901, 109648, 38612, 26455, 38360, 40153, 26587, 26593, 37104, 26612, 25977]","[109061, 209422, 384142, 163227, 73116, 34334, 13345, 240556, 38322, 39859, 150199, 172346, 157901, 109648, 38612, 26455, 38360, 40153, 206809, 12386, 38249, 240235, 37104, 26612]","[45830, 209422, 163227, 34334, 240556, 295087, 38322, 243509, 172346, 37188, 109648, 209361, 38612, 26455, 38360, 40153, 206809, 237534, 12386, 42596, 37104]","[45824, 46085, 352392, 33039, 163227, 26656, 295087, 38322, 243509, 118843, 37188, 109648, 209361, 26455, 206809, 237534, 12386, 42596, 38249, 210029, 37104]","[26465, 351875, 37188, 46085, 432389, 113189, 467494, 212170, 295087, 38322, 7604, 237534, 281206, 198583, 447413, 243482, 163227, 45502]","[351875, 37188, 113189, 174054, 109639, 467494, 106474, 212170, 45485, 269806, 259375, 295087, 183184, 7604, 281206, 243482, 2973, 237534, 510399]"
9804,"[39555, 33413, 49543, 27661, 34319, 41488, 37525, 39323, 38943, 39204, 27686, 27690, 24492, 35641, 42944, 39745, 39752, 27721, 31304, 30940, 73845]","[39555, 33413, 49543, 42634, 27661, 34319, 41488, 37525, 39323, 38943, 39204, 27686, 39208, 27690, 39211, 24492, 42944, 39495, 39752, 27721, 31304, 30940, 73845, 39423]",[],[],"[46820, 42437, 49543, 191081, 27690, 130155, 150410, 41962, 150670, 33422, 41269, 41432, 73977, 41818, 42652, 39391]","[253088, 46820, 42437, 37350, 358759, 191081, 41962, 130155, 186764, 150670, 33422, 39376, 41816, 41269, 42390, 27733, 41432, 73977, 41818, 39391]","[362113, 267911, 150670, 253088, 41269, 31672, 39357, 42692, 39367, 174031, 39376, 27733, 41816, 41432, 41818, 34008, 39391, 46820, 73977, 239981, 39540, 165624, 155257, 39419, 161660]","[362113, 267911, 150670, 253088, 38827, 239287, 31672, 42692, 315460, 394824, 174031, 24791, 41816, 41432, 34008, 33640, 57067, 39540, 213366, 155257, 39419]","[362113, 154246, 267911, 150670, 210704, 253088, 239287, 42692, 315460, 394824, 244811, 174031, 195413, 24791, 41816, 41432, 34008, 309726, 33640, 213366, 39419, 161660]"
9807,[],"[40610, 50373, 43305, 181194, 164137, 19370, 45294, 78544, 70320, 18548, 45340]","[45376, 32034, 150018, 45316, 50373, 43305, 171242, 181194, 164137, 45294, 78544, 18548, 40181, 113976, 150268]",[],[],"[45376, 476769, 164128, 361314, 356068, 186336, 356069, 422812, 356076, 186705, 281554, 40466, 281560, 422808, 34234, 45340, 476766]","[277766, 23947, 164241, 40466, 163605, 46359, 422808, 172443, 422812, 164128, 19372, 163892, 45376, 172875, 186705, 281554, 260182, 281560, 476766, 209503, 186336, 476769, 195809, 35679, 356068, 356069, 356076]","[611840, 41226, 23947, 422808, 172443, 422812, 164128, 37548, 19372, 163892, 242879, 31303, 172875, 281554, 281560, 476766, 209503, 195809, 24932, 356069, 361700, 211821, 163827, 281205, 40959]","[150272, 23947, 422808, 422812, 191774, 164128, 37548, 303935, 24385, 242901, 281560, 476766, 209503, 195809, 470370, 24932, 356069, 361700, 358759, 301804, 163827, 281205, 40959]"
9809,"[112801, 3140, 150053, 25798, 38502, 31453, 33550, 20399, 11760, 19281, 45237, 22519, 43293, 25915, 158844, 33117, 106175]","[112801, 163939, 3140, 150053, 25798, 38502, 31453, 33550, 158844, 19281, 45237, 22519, 45335, 43293, 150299, 155548, 33117, 106175]","[181344, 112801, 3140, 150053, 25798, 31453, 155548, 33550, 11760, 19281, 38804, 22519, 45335, 43293, 150299, 158844, 33117, 106175]","[209476, 150053, 33431, 19281, 38804, 22519, 22136, 45335, 155548, 33117]",[],[],[],[],[]
9810,"[30912, 37760, 41923, 27484, 69864, 41034, 27467, 30572, 41931, 26383, 27472, 38863, 95088, 27475, 27471, 80564, 27478, 27481, 36060]","[37760, 26383, 167065, 95904, 27305, 139822, 49586, 80564, 30912, 41923, 27467, 41931, 27471, 27472, 27475, 27476, 27478, 27481, 27484, 36060, 69864, 36076]","[37760, 49550, 167065, 35997, 49586, 80564, 29622, 36554, 27467, 41931, 212814, 27471, 27472, 27475, 27476, 72532, 27478, 27481, 34267, 27484, 69864, 36076]","[49550, 167065, 35997, 95904, 80564, 141370, 239559, 38601, 36554, 27467, 212814, 27472, 27475, 27476, 72532, 27478, 27481, 34267, 27484, 69864, 36076, 263661]","[145561, 97762, 106309, 42971, 29257, 38188, 26894, 155534, 27478, 38647, 40054, 167065, 141370, 34267, 355356]","[145550, 155534, 145561, 167065, 355357, 172321, 36389, 38188, 28081, 158257, 141370, 29631, 106309, 29257, 27467, 27475, 27478, 27352, 34267, 37087, 97762, 38647]","[145550, 155534, 167065, 145561, 158234, 355356, 355357, 119838, 177953, 38181, 36775, 38188, 28081, 158257, 167094, 141370, 30530, 106309, 212814, 27475, 27478, 27352, 30937, 34267, 37087, 97762, 31718, 30703, 34420, 38647, 553597]","[155534, 170775, 145561, 158234, 355357, 119838, 540073, 28081, 158257, 167094, 30530, 106309, 66757, 212814, 27475, 27478, 448859, 37087, 31718, 58354, 34420, 267380, 38647, 553597, 553598]","[39045, 155534, 27155, 170775, 111897, 158234, 355357, 119838, 28081, 189237, 167094, 30530, 106309, 66757, 668362, 441164, 212814, 27475, 27478, 18904, 448859, 58354, 38647]"
9817,[],[],[],[],[],[],[],"[35712, 37411, 40548, 101419, 417068, 165773, 22991, 114769, 24915, 72436, 41365, 30966, 30455, 25816]","[35712, 37411, 40548, 41927, 101419, 417068, 165773, 22991, 131409, 213809, 24915, 72436, 41365, 30966, 30455, 114769, 25816]"
9823,"[30688, 38244, 38843, 95078, 27300, 30924, 30638, 30894, 93041, 27284, 30709, 32118, 30711, 30872, 35988, 25365, 30459, 18518, 33085, 39774]","[32653, 30477, 27284, 35988, 25365, 30868, 30872, 27300, 116772, 94886, 27306, 30764, 30638, 30894, 38843, 33085, 27326, 30924, 18518, 39774, 30688, 38244, 93041, 30834, 30709, 30711, 26489, 30459]","[121633, 38244, 27300, 94886, 116772, 30764, 30924, 30638, 30894, 32653, 30477, 30834, 161396, 30868, 30872, 30459, 33085, 27326]","[32653, 30477, 36878, 107920, 147729, 30868, 25365, 30872, 121633, 27300, 116772, 94886, 30638, 30894, 33085, 27326, 30924, 95078, 93041, 30834, 161396]","[32653, 30477, 147729, 30868, 30872, 38432, 121633, 37410, 27299, 116772, 94886, 27303, 176300, 30764, 30894, 33085, 27326, 30924, 36183, 95078, 30834, 161396, 166653]","[147729, 30868, 172949, 25366, 30872, 38432, 121633, 37410, 27299, 116772, 27303, 176300, 30894, 177714, 75447, 33085, 27326, 33473, 30924, 307021, 36183, 95078, 30834, 161396]","[566785, 93447, 355347, 172949, 25366, 30872, 266523, 38432, 121633, 37410, 27299, 116772, 94886, 27303, 176300, 30894, 177714, 33085, 33473, 174018, 298823, 30924, 36183, 30834]","[566785, 93447, 172949, 46875, 38432, 121633, 37410, 27299, 116772, 94886, 27303, 30889, 30894, 177714, 156726, 141370, 282691, 30660, 30924, 36183, 460632, 30834]","[93447, 49939, 172949, 46875, 121633, 37410, 27299, 116772, 94886, 27303, 30889, 30894, 36146, 177714, 156726, 141370, 282691, 30924, 429265, 36183, 460632, 30834]"
9824,[],"[5184, 25795, 67365, 34086, 137225, 150761, 67342, 37811, 69300, 132830, 36479]",[],[],[],[],"[37257, 358156, 113422, 41621, 115862, 115863, 154261, 56868, 202669, 114735, 30138, 92094, 271684, 214344, 8777, 256968, 32343, 260708, 128235, 33272, 42237]","[491016, 37257, 358156, 113422, 41621, 115862, 56868, 202669, 114735, 257845, 30138, 271684, 214344, 256968, 25813, 32343, 114011, 488297, 493418, 531309, 301167, 33272, 42237]","[37257, 358156, 41621, 154261, 56868, 202669, 114735, 257845, 214344, 256968, 113227, 25813, 308309, 114011, 209371, 488297, 493418, 531309, 301167, 254704, 294256, 33272, 42237]"
9825,"[39297, 105826, 26181, 23686, 31013, 30986, 30843, 27277, 30831, 30960, 38835, 30613, 30935, 30616, 36410, 31291, 23678, 26111]","[39297, 23686, 30986, 27277, 30613, 26005, 30616, 63520, 31013, 78513, 38835, 36410, 31291, 3520, 26181, 31435, 75342, 30935, 75489, 41704, 30831, 30960, 37233, 30843, 30973, 23678, 26111]","[39297, 23686, 30986, 27277, 187668, 30613, 26005, 63520, 31013, 78513, 36410, 31291, 3520, 26181, 31435, 75342, 30935, 75489, 41704, 34418, 169718, 30843, 30973, 23678, 26111]","[39297, 23686, 30986, 27277, 33812, 30613, 26005, 214685, 63520, 31013, 78513, 143793, 30648, 36410, 31291, 37950, 3520, 25537, 26181, 24011, 31435, 46539, 78541, 30935, 75489, 159594, 159596, 169718, 30843, 30973, 23678, 26111]","[30986, 27277, 26005, 35606, 214685, 196386, 31013, 78513, 143793, 37436, 37950, 3520, 24011, 31435, 46539, 78541, 75489, 159594, 37233, 242418, 169718, 32118, 30843, 26111]","[75489, 196386, 31013, 214685, 46469, 24011, 31435, 27277, 46539, 78513, 143793, 26005, 169718, 35606, 32118, 36410, 37436, 30973, 385437, 26111]","[46469, 23688, 26005, 35606, 192921, 36378, 214685, 385437, 196386, 31013, 39979, 427438, 78513, 143793, 37436, 24011, 31435, 46539, 268375, 75489, 159594, 169718, 32118, 38521, 30973]","[46469, 23688, 30859, 50065, 35606, 36378, 196386, 31013, 425255, 26154, 113836, 427438, 78513, 143793, 37436, 31435, 46539, 75489, 159594, 38521, 50047]","[46469, 23688, 30859, 50065, 35606, 339992, 36378, 196386, 31013, 113836, 427438, 242094, 78513, 143793, 37436, 46539, 177503, 75489, 159594, 604785, 38521, 50047]"
9826,[],[],[],[],[],"[160194, 112035, 25830, 161415, 24744, 213502, 23499, 363340, 148909, 146830, 23054, 131409, 22998, 23030, 8985, 37755, 32087]","[161415, 146830, 35345, 8985, 23837, 154271, 112035, 24744, 148909, 36283, 23358, 25537, 160194, 35523, 363340, 31953, 131409, 22998, 32087, 24157, 28901, 25830, 212714, 198510, 23030]","[161415, 146830, 35345, 22929, 8985, 26777, 192921, 23837, 149917, 154271, 119079, 26160, 36283, 23358, 25537, 160194, 35523, 363340, 46417, 22998, 24157, 183519, 28901, 130670, 198510, 23030, 169721]","[146830, 35345, 22929, 8985, 23837, 149917, 154271, 119079, 26160, 36283, 23358, 160194, 363340, 46417, 22998, 24157, 183519, 28901, 130670, 198510, 30960, 23030, 169721]"
9827,"[39968, 25537, 30458, 41119, 32571, 26117, 40710, 26119, 39963, 26121, 39978, 41092, 41093, 38703, 33744, 39962, 37435, 31292, 26142, 40543]","[41092, 41093, 40710, 26119, 26121, 39962, 39963, 26142, 41119, 26144, 39978, 38703, 32571, 37435, 31292, 40001, 25537, 179393, 33744, 40543, 154230, 30458]","[40707, 41092, 93317, 41093, 26119, 26118, 26121, 39962, 39963, 26142, 41119, 26144, 121639, 39978, 71605, 26168, 94010, 37435, 31292, 30907, 25537, 40001, 179393, 33744, 40543, 40549, 157289, 240367, 154230, 30458]","[40707, 41092, 93317, 26118, 26119, 26121, 39962, 39963, 172187, 26142, 26144, 39978, 71605, 26168, 94010, 30907, 31292, 40001, 179393, 40543, 40549, 157289, 154232, 30458]","[40707, 41092, 93317, 26118, 26119, 41238, 26142, 41119, 26144, 292772, 26168, 94010, 30907, 31292, 122047, 179393, 352833, 26195, 40543, 154230, 26238]","[40707, 41092, 93317, 41093, 26119, 26118, 41238, 26142, 41119, 26144, 292772, 36394, 26168, 94010, 31292, 122047, 179393, 352833, 26195, 512723, 297579, 173427, 154230, 26238]","[40707, 466308, 41093, 198277, 26119, 279172, 280977, 41238, 36123, 493467, 26142, 26144, 292772, 36394, 185386, 26168, 94010, 122047, 179393, 352833, 26195, 512723, 512740, 40549, 297579, 173427, 161396, 154230, 26238]","[166019, 40707, 41093, 198277, 26119, 466308, 612747, 280977, 41238, 519575, 493467, 26144, 292772, 36394, 529324, 684978, 214452, 612405, 26168, 94010, 30907, 122047, 179393, 352833, 41174, 504033, 512740, 297579, 161396, 289140, 154230]","[562688, 166019, 40707, 41093, 198277, 466308, 612747, 41238, 519575, 26144, 292772, 26154, 529324, 684978, 535603, 214452, 26168, 94010, 30907, 625340, 179393, 352833, 41174, 504033, 512740, 297579, 161396, 289140]"
9829,"[26120, 41097, 30730, 159883, 97038, 145039, 33435, 39199, 157859, 51371, 71603, 32566, 40762, 45505, 38729, 149962, 94545, 74838, 26213, 26214, 26215, 26216, 31092]","[26120, 41097, 30730, 159883, 41098, 97038, 145039, 33435, 39199, 157859, 51371, 39982, 71603, 35637, 32566, 40762, 149962, 94545, 148948, 26213, 26214, 166630, 26216, 36840, 33769, 26221, 31092]","[26244, 26120, 41097, 41098, 145039, 39199, 157859, 150565, 51371, 71603, 35637, 39994, 149962, 210128, 94545, 191583, 148832, 38369, 26214, 166630, 26216, 94313, 30826, 36840, 33769, 26221, 40685, 31092, 215798]","[26244, 166630, 36840, 94313, 30826, 37259, 26221, 40014, 145039, 210128, 94545, 31092, 215798, 2907, 39199]",[],"[354467, 161420, 24493, 37549, 357080, 115184, 30738, 41332, 413557, 215798, 39990, 359188, 466357]","[192770, 30738, 359188, 150297, 239259, 354467, 108075, 24493, 37549, 39990, 478393, 214972, 30911, 38336, 488139, 164684, 450002, 357080, 26215, 115184, 413557, 215798, 466430]","[267008, 535938, 192770, 563215, 563216, 359188, 29590, 150297, 354467, 27430, 108075, 445868, 24493, 37549, 39990, 478393, 446266, 291643, 214972, 361790, 30911, 38336, 468931, 488139, 450002, 435669, 357080, 533212, 115184, 267894, 30841]","[449666, 359188, 29590, 150297, 108075, 445868, 24493, 37549, 39990, 478393, 446266, 361790, 30911, 38336, 361792, 468931, 488139, 450002, 701154, 115184, 40819, 267894]"
9830,"[27009, 34183, 26252, 33420, 40723, 26261, 26263, 26265, 26778, 41117, 46877, 30753, 159394, 26279, 71466, 26284, 106292, 26040, 26313, 32587, 31318, 25560, 111068]","[30753, 27009, 145061, 34183, 26279, 26313, 71466, 32587, 33420, 26284, 40723, 106292, 26261, 25560, 26040, 26265, 78904, 111068, 46877]",[],[],[],"[261313, 169217, 46755, 94307, 11332, 40840, 52265, 40714, 193866, 248169, 26221, 211146, 41103, 106292, 348408, 258873, 242719]","[169217, 40840, 562697, 40714, 41103, 79264, 46755, 52265, 303155, 258873, 157369, 25657, 261313, 421441, 193866, 211146, 5202, 263511, 94307, 248169, 26221, 348408, 37756, 473855]","[169217, 536584, 562697, 40714, 109065, 41103, 562719, 79264, 46755, 158886, 52265, 303155, 25657, 26171, 261313, 193866, 5202, 263511, 94307, 248169, 263276, 26221, 348408, 37756]","[169217, 279172, 317062, 158886, 536584, 52265, 40714, 467689, 562697, 38253, 109065, 263276, 562698, 211089, 5202, 303155, 263511, 348408, 26171, 37756]"
9831,"[26304, 41121, 41122, 41120, 33451, 33100, 94318, 33617, 50065, 39987, 26356, 71605, 26325, 38108, 26289, 39967, 26394, 41019, 30908, 103487]","[50065, 26521, 26394, 41117, 39967, 41120, 41121, 41122, 93478, 41127, 26289, 39987, 71605, 41019, 30908, 103487, 26304, 33100, 40659, 94041, 38108, 26085, 94318, 26351, 26356]","[50065, 26521, 26394, 41117, 41120, 41122, 93478, 41127, 26162, 41019, 30908, 103487, 26304, 33100, 33617, 40659, 40020, 94041, 38108, 26085, 33128, 157288, 94318, 26351]","[41093, 50065, 40725, 210453, 26521, 26394, 41117, 41119, 41122, 26409, 26162, 32566, 41019, 30908, 103487, 33100, 33617, 40659, 40020, 94041, 41177, 50651, 38108, 115297, 33128, 157288, 251243, 26351, 38773]","[46344, 50065, 40725, 210453, 26394, 155548, 41122, 93485, 18734, 26162, 32566, 46650, 41019, 103487, 237631, 40659, 40020, 148948, 150869, 40537, 41177, 304350, 115297, 94306, 210406, 33128, 157288, 251243, 94318, 26351, 303089]","[215311, 50065, 40725, 391064, 155548, 93485, 18734, 67890, 37173, 32566, 46650, 237631, 210122, 210128, 40020, 148948, 150869, 40537, 352860, 94306, 210406, 33128, 157288, 251243, 94318, 303089, 473853]","[50065, 40725, 391064, 155548, 501543, 574633, 26155, 93485, 18734, 410160, 67890, 169015, 237631, 210122, 294859, 210128, 150869, 40537, 352860, 210406, 33128, 157288, 251243, 94318, 396912, 303089, 473853]","[173952, 560900, 625167, 239259, 155548, 574633, 26155, 93485, 38703, 410160, 26163, 169015, 200509, 432447, 210122, 294859, 500939, 536526, 210128, 613715, 352860, 26335, 33128, 510569, 491883, 251243, 94318, 174062, 396912, 303089]","[173952, 560900, 470539, 239259, 39965, 574633, 26155, 93485, 26163, 719413, 169015, 294859, 500939, 536526, 427855, 210128, 306128, 40537, 510569, 94318, 420731]"
9836,[],[],[],"[37280, 210400, 210402, 93347, 210404, 210403, 210405, 279175, 184520, 210406, 279178, 185067, 93356, 104392, 46884, 26287, 40017, 179798, 103869, 30526]","[37280, 210400, 210402, 72259, 93347, 163205, 210404, 279175, 184520, 210403, 279178, 104392, 93356, 173699, 31453, 26287, 208688, 179798, 169594, 103869]",[],[],[],[]
9837,[],[],[],[],"[277441, 89476, 245287, 93353, 46345, 26156, 154232, 46892, 46448, 97489, 30900, 154229, 26262, 131991, 26264, 140982, 11317, 210683, 46741]","[14593, 89476, 184591, 26262, 131991, 26264, 26402, 245287, 112935, 93353, 26156, 103468, 46892, 30900, 140982, 46653, 181197, 97489, 424918, 159839, 183519, 46448, 94321, 154229, 154232, 210683]","[14593, 89476, 184591, 26264, 131995, 26402, 245287, 112935, 103468, 46892, 243248, 150833, 30900, 11317, 140982, 46653, 513990, 181197, 424918, 26327, 41175, 159839, 46448, 94321, 154229, 154232, 210683]","[89476, 562695, 184591, 26264, 26402, 245287, 112935, 103468, 46892, 150833, 30900, 140982, 46653, 277443, 29259, 181197, 613714, 424918, 26327, 41175, 159839, 191583, 46448, 94321, 154229, 210683]","[89476, 562695, 426892, 184591, 26264, 26402, 103468, 46892, 30900, 46653, 128456, 29259, 181197, 613714, 424918, 159839, 277347, 681965, 254702, 46704, 46448, 94321, 210683]"
9839,[],"[26016, 26586, 45890, 45888, 26596, 45860, 36390, 98375, 45960, 26602, 27275, 26476, 36013, 72656, 45875, 45816, 45882]","[193410, 45960, 147594, 27275, 193424, 26016, 45860, 36390, 232103, 36013, 45875, 110132, 45882, 45888, 45890, 143939, 98375, 72665, 26586, 9307, 104033, 26596, 109288, 26602, 163824, 45816]","[193410, 45960, 45833, 147594, 193424, 26016, 150435, 36390, 232103, 36013, 26674, 45875, 110132, 5047, 212153, 45888, 289222, 158278, 26452, 72665, 26586, 9307, 26596, 109288, 20720]","[193410, 106373, 45833, 147594, 45836, 193424, 201745, 45466, 26016, 116642, 243496, 42536, 36013, 45875, 212153, 45888, 289222, 207058, 72665, 38618, 180332, 179184, 20720, 36085]","[116642, 209380, 106373, 289222, 243496, 45833, 42536, 45836, 45872, 3441, 201745, 45875, 20720, 212153, 38618]",[],[],[]
9847,"[20482, 32578, 38084, 32572, 30695, 26312, 35499, 37554, 26357, 30742, 26327, 39991, 30457, 41174, 94043, 33468, 33814, 103869]","[20482, 38084, 32572, 30695, 94044, 145066, 35499, 37554, 26357, 39991, 26327, 41174, 30457, 33814, 94043, 33468, 103869, 39989, 38230]","[20482, 26374, 33814, 40730, 145066, 35499, 26155, 145067, 37554, 37429, 39989, 39991, 32572, 33468, 103869, 38084, 38230, 41174, 94043, 94044, 30695, 26357, 30457]","[20482, 26374, 27659, 242958, 26392, 40730, 35499, 26155, 37554, 26419, 37429, 39989, 39991, 42168, 25525, 32572, 24132, 40016, 41174, 38230, 94043, 240478, 30695, 129391, 26357, 30457]","[34304, 20482, 27659, 35724, 26392, 40730, 26523, 26155, 37554, 26419, 80562, 25525, 37429, 42168, 26564, 24132, 40016, 41174, 94043, 26852, 129391, 352879, 26357, 33782, 30457, 190972]","[34304, 215299, 27659, 35724, 30612, 40730, 26523, 80562, 26419, 25525, 26564, 109651, 41174, 94043, 26852, 18925, 129391, 352879, 210164, 26357, 33782, 435960, 30457, 190972]","[34304, 215299, 27659, 35724, 49677, 242958, 40730, 26523, 52133, 80562, 26419, 210111, 26564, 109651, 195299, 26852, 267365, 18925, 129391, 352879, 26357, 190972]","[34304, 215299, 27659, 35724, 49677, 145550, 192920, 26523, 52133, 589349, 46509, 80562, 26419, 210111, 109651, 195299, 26852, 267365, 18925, 129391, 352879, 562035, 26357, 215798, 435960, 190972]","[34304, 215299, 27659, 35724, 49677, 145550, 704523, 192920, 26523, 52133, 589349, 46509, 80562, 26419, 109651, 195299, 26852, 267365, 129391, 352879, 562035, 215798, 435960, 190972]"
9850,[],[],[],"[181379, 24583, 67850, 40602, 35493, 37166, 23727, 33076, 111800, 47555, 24903, 96456, 23115, 23629, 47194, 23133, 127712, 23528, 25070, 24693, 24698]","[33408, 24579, 181379, 24583, 46354, 40602, 40100, 35493, 37166, 23727, 33076, 24003, 24903, 96456, 23115, 23499, 23629, 32973, 32728, 47194, 23133, 26209, 72417, 23528, 25070, 24693, 24698]","[24579, 40581, 24583, 46354, 40602, 40100, 35493, 33963, 69675, 201664, 25667, 24903, 96456, 34261, 32728, 47194, 143710, 26209, 72417, 34275, 32616, 194165, 24698]","[24583, 116750, 46354, 40602, 40100, 35493, 33963, 33852, 201664, 35905, 25667, 24004, 109638, 24903, 34261, 32728, 47194, 26209, 72417, 34275, 32616]","[201664, 38369, 26209, 25667, 72417, 35493, 40100, 24903, 24583, 24393, 32616, 31953, 46354, 37779, 127712, 40602, 38366]","[46354, 40602, 178206, 302241, 40100, 35493, 265918, 201664, 32705, 25667, 24903, 24393, 71502, 31953, 32734, 38366, 127712, 38369, 26209, 72417, 163815, 23538, 231801]"
9851,"[26336, 25856, 26145, 26307, 26332, 41189, 41192, 72424, 30826, 108075, 26172, 35408, 94323, 34101, 30904, 26330, 26523, 41980, 26398]","[25856, 159882, 109330, 26523, 26398, 26145, 40100, 108075, 34101, 30904, 25657, 26172, 26307, 38863, 35408, 26330, 26332, 26336, 41189, 41191, 41192, 30826, 94321, 94323, 41980, 189181]","[25856, 173955, 166020, 159882, 109330, 26523, 26014, 40100, 103470, 25657, 179517, 184520, 35408, 179795, 26330, 95076, 41189, 41191, 41192, 46704, 94323]","[25856, 173955, 166020, 159882, 109330, 26523, 26014, 40100, 46757, 36396, 103470, 243248, 11319, 179517, 25538, 38216, 40010, 35408, 179795, 210390, 151009, 95076, 41189, 41192, 261609, 94323]","[25856, 166020, 26374, 159882, 109330, 279449, 26014, 41120, 46757, 103470, 194479, 243248, 11319, 179517, 25538, 38216, 40010, 210390, 210398, 151009, 25572, 41189, 41192, 261609, 189181]","[473857, 473858, 447107, 109330, 279449, 41120, 445856, 30885, 46757, 103470, 243248, 11319, 478393, 70074, 38216, 51409, 94549, 210390, 210398, 444000, 151009, 25572, 41189, 26348, 213106, 352887]","[473858, 42119, 156556, 177941, 147614, 231199, 69541, 102699, 191788, 103470, 11319, 70074, 38216, 94549, 210390, 444000, 151009, 39139, 25572, 41189, 213106, 352887, 30457]","[42119, 38419, 643229, 147614, 231199, 69541, 191788, 11319, 70074, 179793, 94549, 304856, 148830, 444000, 41189, 290022, 352887, 692984, 30457, 189181, 303358]","[207617, 42119, 79246, 154264, 643229, 147614, 231199, 69541, 191788, 11319, 716998, 33744, 179793, 94549, 304856, 148830, 444000, 41189, 40683, 687733, 692984, 30457, 303358]"
9853,"[41105, 33813, 25496, 40988, 26148, 26151, 26287, 26419, 25661, 30526, 39105, 41176, 160222, 26343, 26344, 26350, 41198, 26353, 26354, 94326, 37241, 37242, 40703]","[42119, 161420, 41101, 33813, 114582, 25496, 37273, 26148, 26151, 26287, 72623, 112561, 26419, 46417, 41176, 160222, 26343, 41198, 26353, 26354, 94326, 37242, 40703]","[42119, 187017, 161420, 161421, 33813, 25496, 37273, 35996, 26401, 26151, 26287, 72623, 25521, 26419, 30904, 46417, 25560, 41176, 160222, 5217, 33122, 26343, 210922, 41198, 26353, 26354, 94326, 40703]","[26120, 41097, 187017, 40840, 46349, 161421, 33813, 25496, 26401, 97699, 150565, 45237, 30904, 39996, 46417, 41176, 5217, 33122, 26343, 210922, 41198, 26353, 190451, 281207, 26367]","[40197, 179845, 26120, 41097, 187017, 40840, 46349, 161421, 264085, 26401, 97699, 150565, 35499, 38700, 39996, 46417, 5217, 33122, 41198, 26353, 94323, 281207, 26236]","[40197, 26374, 179845, 41097, 187017, 46349, 161421, 264085, 157859, 35499, 26155, 145070, 26162, 39996, 26051, 41198, 26353, 94323, 190451, 281207, 26236]","[179845, 26374, 41097, 187017, 46349, 161421, 264085, 39965, 157859, 35499, 145070, 188465, 26162, 466482, 26051, 40018, 210404, 41198, 26353, 94323, 281207, 26236]","[179845, 26374, 41097, 159882, 46349, 116750, 242958, 264085, 391064, 39965, 157859, 35499, 145070, 188465, 26162, 237631, 26051, 40006, 307017, 40018, 201938, 210390, 134232, 158297, 699362, 210404, 357220, 41198, 26353, 94323, 26236, 26238]","[41097, 159882, 242958, 391064, 35499, 145070, 188465, 237631, 26051, 40006, 40018, 201938, 210390, 134232, 255963, 699362, 210404, 41198, 360560, 26353, 94323]"
9855,"[5217, 93480, 37577, 33546, 26027, 26285, 26190, 17806, 32755, 33619, 46709, 41302, 41173, 30676, 41177, 103482, 40692, 31037, 33599]","[46344, 33546, 23051, 17806, 41105, 39971, 27431, 93480, 26027, 26285, 37944, 103482, 31037, 30526, 33599, 37577, 26190, 33619, 30676, 41173, 41302, 41177, 5217, 56929, 40676, 25575, 26350, 26223, 32755, 40692, 46709, 38773, 147959, 46458]","[33546, 23051, 17806, 199833, 26405, 27431, 26027, 186806, 30526, 179396, 33619, 56929, 40676, 25575, 26350, 26223, 32755, 40692, 46709, 38773, 147959, 95227]",[],[],[],[],[],[]
